2025/09/11 13:39:01 Logger initialized. Subsequent logs will be written to log/server.log
2025/09/11 13:39:01 Attempting to connect to PostgreSQL at postgresql:5432
2025/09/11 13:39:01 Connected to PostgreSQL database successfully
2025/09/11 13:39:15 IP 208.74.133.76 alive status: false
2025/09/11 13:39:15 IP 14.119.28.117 alive status: false
2025/09/11 13:39:15 IP 173.36.66.59 alive status: false
2025/09/11 13:39:15 IP 189.20.50.116 alive status: false
2025/09/11 13:39:15 IP 50.162.93.109 alive status: false
2025/09/11 13:39:15 IP 151.114.117.82 alive status: false
2025/09/11 13:39:15 IP 129.57.26.79 alive status: false
2025/09/11 13:39:15 IP 80.32.246.60 alive status: false
2025/09/11 13:39:15 IP 74.144.241.105 alive status: false
2025/09/11 13:39:15 IP 55.244.172.135 alive status: false
2025/09/11 13:39:15 IP 221.149.182.151 alive status: false
2025/09/11 13:39:15 IP 74.125.118.205 alive status: false
2025/09/11 13:39:15 IP 55.174.37.68 alive status: false
2025/09/11 13:39:15 IP 226.97.44.177 alive status: false
2025/09/11 13:39:15 IP 224.7.140.103 alive status: false
2025/09/11 13:39:15 IP 123.98.57.144 alive status: false
2025/09/11 13:39:15 IP 158.99.167.228 alive status: false
2025/09/11 13:39:15 IP 239.156.255.50 alive status: false
2025/09/11 13:39:15 IP 78.248.22.216 alive status: false
2025/09/11 13:39:15 IP 111.121.199.180 alive status: false
2025/09/11 13:39:15 IP 67.54.151.30 alive status: false
2025/09/11 13:39:15 IP 48.194.152.101 alive status: false
2025/09/11 13:39:15 IP 212.55.167.87 alive status: false
2025/09/11 13:39:15 IP 251.6.230.246 alive status: false
2025/09/11 13:39:15 IP 80.202.78.3 alive status: false
2025/09/11 13:39:15 IP 232.165.178.193 alive status: false
2025/09/11 13:39:15 IP 91.96.131.219 alive status: false
2025/09/11 13:39:15 IP 186.83.68.63 alive status: false
2025/09/11 13:39:15 IP 105.222.94.155 alive status: false
2025/09/11 13:39:15 IP 183.195.149.207 alive status: false
2025/09/11 13:39:15 IP 254.242.42.239 alive status: false
2025/09/11 13:39:15 IP 197.237.7.232 alive status: false
2025/09/11 13:39:15 IP 230.233.2.104 alive status: false
2025/09/11 13:39:15 IP 70.37.78.12 alive status: false
2025/09/11 13:39:15 IP 192.172.144.249 alive status: false
2025/09/11 13:39:15 IP 209.159.240.8 alive status: false
2025/09/11 13:39:15 IP 157.36.251.127 alive status: false
2025/09/11 13:39:15 IP 120.94.98.234 alive status: false
2025/09/11 13:39:15 IP 117.22.194.75 alive status: false
2025/09/11 13:39:15 IP 235.138.178.130 alive status: false
2025/09/11 13:39:15 IP 191.250.133.165 alive status: false
2025/09/11 13:39:15 IP 172.154.201.75 alive status: false
2025/09/11 13:39:15 IP 127.141.189.162 alive status: false
2025/09/11 13:39:15 IP 149.44.74.105 alive status: false
2025/09/11 13:39:15 IP 100.180.213.211 alive status: false
2025/09/11 13:39:15 IP 89.113.171.170 alive status: false
2025/09/11 13:39:15 IP 237.59.138.145 alive status: false
2025/09/11 13:39:15 IP 233.225.98.66 alive status: false
2025/09/11 13:39:15 IP 220.147.169.83 alive status: false
2025/09/11 13:39:15 IP 177.185.27.155 alive status: false
2025/09/11 13:39:15 IP 129.45.59.144 alive status: false
2025/09/11 13:39:15 IP 96.80.127.192 alive status: false
2025/09/11 13:39:15 IP 17.63.83.19 alive status: false
2025/09/11 13:39:15 IP 44.152.229.122 alive status: false
2025/09/11 13:39:15 IP 170.227.169.194 alive status: false
2025/09/11 13:39:15 IP 46.191.214.57 alive status: false
2025/09/11 13:39:15 IP 151.144.152.224 alive status: false
2025/09/11 13:39:15 IP 37.51.65.194 alive status: false
2025/09/11 13:39:15 IP 143.13.64.175 alive status: false
2025/09/11 13:39:15 IP 223.252.50.90 alive status: false
2025/09/11 13:39:15 IP 249.66.148.247 alive status: false
2025/09/11 13:39:15 IP 8.91.107.72 alive status: false
2025/09/11 13:39:15 IP 219.24.78.106 alive status: false
2025/09/11 13:39:15 IP 247.209.130.161 alive status: false
2025/09/11 13:39:15 IP 80.71.165.216 alive status: false
2025/09/11 13:39:15 IP 53.35.247.173 alive status: false
2025/09/11 13:39:15 IP 206.130.100.82 alive status: false
2025/09/11 13:39:15 IP 124.16.204.253 alive status: false
2025/09/11 13:39:15 IP 31.188.18.151 alive status: false
2025/09/11 13:39:15 IP 5.172.162.139 alive status: false
2025/09/11 13:39:15 IP 39.230.173.190 alive status: false
2025/09/11 13:39:15 IP 140.146.134.68 alive status: false
2025/09/11 13:39:15 IP 232.27.123.180 alive status: false
2025/09/11 13:39:15 IP 192.126.56.234 alive status: false
2025/09/11 13:39:15 IP 105.33.113.106 alive status: false
2025/09/11 13:39:15 IP 172.255.186.218 alive status: false
2025/09/11 13:39:15 IP 90.24.50.170 alive status: false
2025/09/11 13:39:15 IP 123.197.188.145 alive status: false
2025/09/11 13:39:15 IP 14.74.118.97 alive status: false
2025/09/11 13:39:15 IP 61.238.103.82 alive status: false
2025/09/11 13:39:15 IP 76.68.143.64 alive status: false
2025/09/11 13:39:15 IP 90.186.183.57 alive status: false
2025/09/11 13:39:15 IP 59.248.42.151 alive status: false
2025/09/11 13:39:15 IP 209.206.30.255 alive status: false
2025/09/11 13:39:15 IP 221.155.101.75 alive status: false
2025/09/11 13:39:15 IP 31.174.17.180 alive status: false
2025/09/11 13:39:15 IP 138.73.17.144 alive status: false
2025/09/11 13:39:15 IP 46.243.52.68 alive status: false
2025/09/11 13:39:15 IP 208.246.223.198 alive status: false
2025/09/11 13:39:15 IP 248.148.71.104 alive status: false
2025/09/11 13:39:15 IP 30.77.204.98 alive status: false
2025/09/11 13:39:15 IP 223.219.177.40 alive status: false
2025/09/11 13:39:15 IP 253.108.25.166 alive status: false
2025/09/11 13:39:15 IP 177.58.176.90 alive status: false
2025/09/11 13:39:15 IP 4.197.234.52 alive status: false
2025/09/11 13:39:15 IP 92.163.54.247 alive status: false
2025/09/11 13:39:15 IP 242.216.108.33 alive status: false
2025/09/11 13:39:15 IP 111.67.25.94 alive status: false
2025/09/11 13:39:15 IP 215.31.39.209 alive status: false
2025/09/11 13:39:15 IP 66.196.95.107 alive status: false
2025/09/11 13:39:15 IP 70.94.4.246 alive status: false
2025/09/11 13:39:15 IP 122.29.213.132 alive status: false
2025/09/11 13:39:15 IP 51.46.4.95 alive status: false
2025/09/11 13:39:15 IP 141.168.82.80 alive status: false
2025/09/11 13:39:15 IP 174.203.255.53 alive status: false
2025/09/11 13:39:15 IP 133.211.190.238 alive status: false
2025/09/11 13:39:15 IP 95.126.38.90 alive status: false
2025/09/11 13:39:15 IP 119.159.20.92 alive status: false
2025/09/11 13:39:15 IP 17.207.3.75 alive status: false
2025/09/11 13:39:15 IP 35.118.252.250 alive status: false
2025/09/11 13:39:15 IP 189.187.204.130 alive status: false
2025/09/11 13:39:15 IP 148.111.74.230 alive status: false
2025/09/11 13:39:15 IP 47.31.125.112 alive status: false
2025/09/11 13:39:15 IP 35.177.55.39 alive status: false
2025/09/11 13:39:15 IP 99.182.4.28 alive status: false
2025/09/11 13:39:15 IP 88.40.14.74 alive status: false
2025/09/11 13:39:15 IP 2.239.228.116 alive status: false
2025/09/11 13:39:15 IP 25.44.231.21 alive status: false
2025/09/11 13:39:15 IP 15.249.59.94 alive status: false
2025/09/11 13:39:15 IP 14.173.186.209 alive status: false
2025/09/11 13:39:15 IP 66.119.240.28 alive status: false
2025/09/11 13:39:15 IP 110.196.10.137 alive status: false
2025/09/11 13:39:15 IP 96.56.213.252 alive status: false
2025/09/11 13:39:15 IP 107.206.28.76 alive status: false
2025/09/11 13:39:15 IP 22.197.127.181 alive status: false
2025/09/11 13:39:15 IP 73.179.86.112 alive status: false
2025/09/11 13:39:15 IP 4.39.150.183 alive status: false
2025/09/11 13:39:15 IP 5.169.121.177 alive status: false
2025/09/11 13:39:15 IP 220.201.97.242 alive status: false
2025/09/11 13:39:15 IP 250.113.64.108 alive status: false
2025/09/11 13:39:15 IP 132.229.181.154 alive status: false
2025/09/11 13:39:15 IP 225.207.210.38 alive status: false
2025/09/11 13:39:15 IP 119.131.242.213 alive status: false
2025/09/11 13:39:15 IP 198.204.24.75 alive status: false
2025/09/11 13:39:15 IP 125.159.193.27 alive status: false
2025/09/11 13:39:15 IP 16.89.153.50 alive status: false
2025/09/11 13:39:15 IP 178.79.26.54 alive status: false
2025/09/11 13:39:15 IP 211.178.165.235 alive status: false
2025/09/11 13:39:15 IP 39.110.113.192 alive status: false
2025/09/11 13:39:15 IP 27.177.48.105 alive status: false
2025/09/11 13:39:15 IP 144.85.133.194 alive status: false
2025/09/11 13:39:15 IP 8.221.224.27 alive status: false
2025/09/11 13:39:15 IP 244.193.112.171 alive status: false
2025/09/11 13:39:15 IP 193.233.125.154 alive status: false
2025/09/11 13:39:15 IP 139.74.61.187 alive status: false
2025/09/11 13:39:15 IP 44.108.172.76 alive status: false
2025/09/11 13:39:15 IP 244.139.137.143 alive status: false
2025/09/11 13:39:15 IP 66.217.47.126 alive status: false
2025/09/11 13:39:15 IP 218.179.152.126 alive status: false
2025/09/11 13:39:15 IP 203.3.213.158 alive status: false
2025/09/11 13:39:15 IP 110.240.175.76 alive status: false
2025/09/11 13:39:15 IP 108.189.80.66 alive status: false
2025/09/11 13:39:15 IP 92.225.232.165 alive status: false
2025/09/11 13:39:15 IP 149.117.149.175 alive status: false
2025/09/11 13:39:15 IP 193.41.131.137 alive status: false
2025/09/11 13:39:15 IP 141.81.243.41 alive status: false
2025/09/11 13:39:15 IP 86.79.211.200 alive status: false
2025/09/11 13:39:15 IP 55.75.193.162 alive status: false
2025/09/11 13:39:15 IP 223.25.191.72 alive status: false
2025/09/11 13:39:15 IP 226.113.187.133 alive status: false
2025/09/11 13:39:15 IP 18.225.134.150 alive status: false
2025/09/11 13:39:15 IP 212.48.173.112 alive status: false
2025/09/11 13:39:15 IP 211.236.236.147 alive status: false
2025/09/11 13:39:15 IP 200.88.21.228 alive status: false
2025/09/11 13:39:15 IP 8.243.80.151 alive status: false
2025/09/11 13:39:15 IP 175.27.48.140 alive status: false
2025/09/11 13:39:15 IP 239.200.39.98 alive status: false
2025/09/11 13:39:15 IP 223.175.171.6 alive status: false
2025/09/11 13:39:15 IP 162.31.244.213 alive status: false
2025/09/11 13:39:15 IP 149.218.50.122 alive status: false
2025/09/11 13:39:15 IP 43.221.84.102 alive status: false
2025/09/11 13:39:15 IP 207.151.68.45 alive status: false
2025/09/11 13:39:15 IP 251.23.118.166 alive status: false
2025/09/11 13:39:15 IP 250.178.85.50 alive status: false
2025/09/11 13:39:15 IP 135.223.97.6 alive status: false
2025/09/11 13:39:15 IP 114.171.101.72 alive status: false
2025/09/11 13:39:15 IP 31.186.43.221 alive status: false
2025/09/11 13:39:15 IP 88.7.61.93 alive status: false
2025/09/11 13:39:15 IP 193.169.71.234 alive status: false
2025/09/11 13:39:15 IP 197.31.144.105 alive status: false
2025/09/11 13:39:15 IP 6.170.124.144 alive status: false
2025/09/11 13:39:15 IP 231.118.45.163 alive status: false
2025/09/11 13:39:15 IP 96.123.94.100 alive status: false
2025/09/11 13:39:15 IP 250.253.84.29 alive status: false
2025/09/11 13:39:15 IP 99.195.178.164 alive status: false
2025/09/11 13:39:15 IP 115.48.224.197 alive status: false
2025/09/11 13:39:15 IP 189.103.125.209 alive status: false
2025/09/11 13:39:15 IP 242.250.10.0 alive status: false
2025/09/11 13:39:15 IP 106.51.106.73 alive status: false
2025/09/11 13:39:15 IP 155.88.83.219 alive status: false
2025/09/11 13:39:15 IP 130.111.48.5 alive status: false
2025/09/11 13:39:15 IP 73.3.198.227 alive status: false
2025/09/11 13:39:15 IP 81.141.227.202 alive status: false
2025/09/11 13:39:15 IP 53.124.237.54 alive status: false
2025/09/11 13:39:15 IP 74.189.88.97 alive status: false
2025/09/11 13:39:15 IP 140.176.246.202 alive status: false
2025/09/11 13:39:15 IP 147.13.91.133 alive status: false
2025/09/11 13:39:15 IP 232.156.189.62 alive status: false
2025/09/11 13:39:15 IP 11.55.164.114 alive status: false
2025/09/11 13:39:15 IP 112.195.143.254 alive status: false
2025/09/11 13:39:15 IP 131.9.217.207 alive status: false
2025/09/11 13:39:15 IP 171.95.53.228 alive status: false
2025/09/11 13:39:15 IP 38.94.48.29 alive status: false
2025/09/11 13:39:15 IP 196.59.92.81 alive status: false
2025/09/11 13:39:15 IP 183.144.194.54 alive status: false
2025/09/11 13:39:15 IP 184.112.76.228 alive status: false
2025/09/11 13:39:15 IP 43.92.60.72 alive status: false
2025/09/11 13:39:15 IP 193.178.221.215 alive status: false
2025/09/11 13:39:15 IP 80.239.114.203 alive status: false
2025/09/11 13:39:15 IP 123.68.242.247 alive status: false
2025/09/11 13:39:15 IP 172.32.43.75 alive status: false
2025/09/11 13:39:15 IP 16.130.238.70 alive status: false
2025/09/11 13:39:15 IP 116.31.54.75 alive status: false
2025/09/11 13:39:15 IP 56.191.146.140 alive status: false
2025/09/11 13:39:15 IP 148.185.25.121 alive status: false
2025/09/11 13:39:15 IP 186.130.69.18 alive status: false
2025/09/11 13:39:15 IP 188.85.234.212 alive status: false
2025/09/11 13:39:15 IP 173.179.108.56 alive status: false
2025/09/11 13:39:15 IP 139.73.91.126 alive status: false
2025/09/11 13:39:15 IP 154.74.78.31 alive status: false
2025/09/11 13:39:15 IP 44.52.252.216 alive status: false
2025/09/11 13:39:15 IP 15.248.46.121 alive status: false
2025/09/11 13:39:15 IP 67.146.203.120 alive status: false
2025/09/11 13:39:15 IP 240.14.67.85 alive status: false
2025/09/11 13:39:15 IP 171.90.105.94 alive status: false
2025/09/11 13:39:15 IP 179.180.220.148 alive status: false
2025/09/11 13:39:15 IP 225.81.249.81 alive status: false
2025/09/11 13:39:15 IP 46.231.84.13 alive status: false
2025/09/11 13:39:15 IP 12.107.66.221 alive status: false
2025/09/11 13:39:15 IP 44.171.127.12 alive status: false
2025/09/11 13:39:15 IP 189.122.133.253 alive status: false
2025/09/11 13:39:15 IP 141.229.31.215 alive status: false
2025/09/11 13:39:15 IP 221.130.132.93 alive status: false
2025/09/11 13:39:15 IP 30.12.2.136 alive status: false
2025/09/11 13:39:15 IP 53.249.31.144 alive status: false
2025/09/11 13:39:15 IP 207.26.44.177 alive status: false
2025/09/11 13:39:15 IP 206.137.190.92 alive status: false
2025/09/11 13:39:15 IP 12.191.118.171 alive status: false
2025/09/11 13:39:15 IP 189.34.244.95 alive status: false
2025/09/11 13:39:15 IP 2.27.178.202 alive status: false
2025/09/11 13:39:15 IP 149.117.200.190 alive status: false
2025/09/11 13:39:15 IP 235.31.223.163 alive status: false
2025/09/11 13:39:15 IP 105.6.127.62 alive status: false
2025/09/11 13:39:15 IP 137.131.112.179 alive status: false
2025/09/11 13:39:15 IP 192.99.7.79 alive status: false
2025/09/11 13:39:15 IP 13.194.51.31 alive status: false
2025/09/11 13:39:15 IP 189.29.52.80 alive status: false
2025/09/11 13:39:15 IP 195.165.108.236 alive status: false
2025/09/11 13:39:15 IP 183.197.21.68 alive status: false
2025/09/11 13:39:15 IP 193.88.85.94 alive status: false
2025/09/11 13:39:15 IP 197.215.224.62 alive status: false
2025/09/11 13:39:15 IP 23.159.165.122 alive status: false
2025/09/11 13:39:15 IP 108.128.127.251 alive status: false
2025/09/11 13:39:15 IP 175.106.95.169 alive status: false
2025/09/11 13:39:15 IP 172.176.184.112 alive status: false
2025/09/11 13:39:15 IP 113.108.133.95 alive status: false
2025/09/11 13:39:15 IP 47.18.6.157 alive status: false
2025/09/11 13:39:15 IP 52.9.21.102 alive status: false
2025/09/11 13:39:15 IP 159.189.155.29 alive status: false
2025/09/11 13:39:15 IP 9.1.31.141 alive status: false
2025/09/11 13:39:15 IP 64.184.75.175 alive status: false
2025/09/11 13:39:15 IP 1.217.71.206 alive status: false
2025/09/11 13:39:15 IP 217.51.180.80 alive status: false
2025/09/11 13:39:15 IP 193.132.43.190 alive status: false
2025/09/11 13:39:15 IP 181.135.248.116 alive status: false
2025/09/11 13:39:15 IP 77.177.6.183 alive status: false
2025/09/11 13:39:15 IP 164.138.240.230 alive status: false
2025/09/11 13:39:15 IP 254.77.129.125 alive status: false
2025/09/11 13:39:15 IP 103.16.93.68 alive status: false
2025/09/11 13:39:15 IP 94.126.226.232 alive status: false
2025/09/11 13:39:15 IP 134.58.171.68 alive status: false
2025/09/11 13:39:15 IP 162.149.196.220 alive status: false
2025/09/11 13:39:15 IP 99.171.251.73 alive status: false
2025/09/11 13:39:15 IP 35.186.86.172 alive status: false
2025/09/11 13:39:15 IP 65.37.172.125 alive status: false
2025/09/11 13:39:15 IP 87.203.246.101 alive status: false
2025/09/11 13:39:15 IP 249.27.177.98 alive status: false
2025/09/11 13:39:15 IP 118.98.16.69 alive status: false
2025/09/11 13:39:15 IP 137.15.63.198 alive status: false
2025/09/11 13:39:15 IP 17.251.144.189 alive status: false
2025/09/11 13:39:15 IP 215.230.132.43 alive status: false
2025/09/11 13:39:15 IP 239.180.62.94 alive status: false
2025/09/11 13:39:15 IP 73.16.238.75 alive status: false
2025/09/11 13:39:15 IP 57.24.178.166 alive status: false
2025/09/11 13:39:15 IP 117.98.229.212 alive status: false
2025/09/11 13:39:15 IP 144.77.73.76 alive status: false
2025/09/11 13:39:15 IP 251.18.15.78 alive status: false
2025/09/11 13:39:15 IP 40.91.129.47 alive status: false
2025/09/11 13:39:15 IP 207.114.114.223 alive status: false
2025/09/11 13:39:15 IP 34.23.212.208 alive status: false
2025/09/11 13:39:15 IP 1.155.77.80 alive status: false
2025/09/11 13:39:15 IP 136.32.220.73 alive status: false
2025/09/11 13:39:15 IP 59.125.183.24 alive status: false
2025/09/11 13:39:15 IP 66.146.219.19 alive status: false
2025/09/11 13:39:15 IP 202.19.142.87 alive status: false
2025/09/11 13:39:15 IP 143.67.238.160 alive status: false
2025/09/11 13:39:15 IP 27.145.160.194 alive status: false
2025/09/11 13:39:15 IP 6.100.37.146 alive status: false
2025/09/11 13:39:15 IP 68.0.193.210 alive status: false
2025/09/11 13:39:15 IP 243.212.35.202 alive status: false
2025/09/11 13:39:15 IP 238.102.122.221 alive status: false
2025/09/11 13:39:15 IP 64.174.231.242 alive status: false
2025/09/11 13:39:15 IP 124.209.33.143 alive status: false
2025/09/11 13:39:15 IP 5.72.20.222 alive status: false
2025/09/11 13:39:15 IP 227.231.146.211 alive status: false
2025/09/11 13:39:15 IP 92.18.99.123 alive status: false
2025/09/11 13:39:15 IP 84.197.44.88 alive status: false
2025/09/11 13:39:15 IP 153.57.253.244 alive status: false
2025/09/11 13:39:15 IP 248.25.46.147 alive status: false
2025/09/11 13:39:15 IP 175.147.54.26 alive status: false
2025/09/11 13:39:15 IP 93.15.52.204 alive status: false
2025/09/11 13:39:15 IP 117.154.185.3 alive status: false
2025/09/11 13:39:15 IP 226.47.195.208 alive status: false
2025/09/11 13:39:15 IP 179.142.79.207 alive status: false
2025/09/11 13:39:15 IP 245.218.214.31 alive status: false
2025/09/11 13:39:15 IP 244.137.252.87 alive status: false
2025/09/11 13:39:15 IP 219.186.67.64 alive status: false
2025/09/11 13:39:15 IP 54.32.66.229 alive status: false
2025/09/11 13:39:15 IP 34.32.235.67 alive status: false
2025/09/11 13:39:15 IP 21.84.96.157 alive status: false
2025/09/11 13:39:15 IP 128.165.158.32 alive status: false
2025/09/11 13:39:15 IP 253.116.73.113 alive status: false
2025/09/11 13:39:15 IP 29.120.67.76 alive status: false
2025/09/11 13:39:15 IP 232.30.11.241 alive status: false
2025/09/11 13:39:15 IP 214.147.100.153 alive status: false
2025/09/11 13:39:15 IP 73.234.61.205 alive status: false
2025/09/11 13:39:15 IP 54.214.201.145 alive status: false
2025/09/11 13:39:15 IP 18.50.94.120 alive status: false
2025/09/11 13:39:15 IP 199.21.81.107 alive status: false
2025/09/11 13:39:15 IP 117.141.219.179 alive status: false
2025/09/11 13:39:15 IP 22.85.12.135 alive status: false
2025/09/11 13:39:15 IP 60.200.70.100 alive status: false
2025/09/11 13:39:15 IP 205.82.172.120 alive status: false
2025/09/11 13:39:15 IP 9.200.174.104 alive status: false
2025/09/11 13:39:15 IP 136.86.97.56 alive status: false
2025/09/11 13:39:15 IP 74.245.195.80 alive status: false
2025/09/11 13:39:15 IP 146.207.252.19 alive status: false
2025/09/11 13:39:15 IP 253.170.61.0 alive status: false
2025/09/11 13:39:15 IP 197.227.175.149 alive status: false
2025/09/11 13:39:15 IP 12.9.104.251 alive status: false
2025/09/11 13:39:15 IP 40.52.222.187 alive status: false
2025/09/11 13:39:15 IP 222.76.169.91 alive status: false
2025/09/11 13:39:15 IP 217.233.247.119 alive status: false
2025/09/11 13:39:15 IP 6.91.152.36 alive status: false
2025/09/11 13:39:15 IP 117.29.20.171 alive status: false
2025/09/11 13:39:15 IP 200.190.113.19 alive status: false
2025/09/11 13:39:15 IP 54.231.152.15 alive status: false
2025/09/11 13:39:15 IP 152.94.230.219 alive status: false
2025/09/11 13:39:15 IP 90.205.58.119 alive status: false
2025/09/11 13:39:15 IP 51.80.13.30 alive status: false
2025/09/11 13:39:15 IP 57.52.1.54 alive status: false
2025/09/11 13:39:15 IP 154.84.175.115 alive status: false
2025/09/11 13:39:15 IP 233.174.220.18 alive status: false
2025/09/11 13:39:15 IP 251.70.113.238 alive status: false
2025/09/11 13:39:15 IP 232.157.85.74 alive status: false
2025/09/11 13:39:15 IP 239.28.116.92 alive status: false
2025/09/11 13:39:15 IP 56.28.50.69 alive status: false
2025/09/11 13:39:15 IP 169.34.117.196 alive status: false
2025/09/11 13:39:15 IP 189.153.102.199 alive status: false
2025/09/11 13:39:15 IP 78.79.48.213 alive status: false
2025/09/11 13:39:15 IP 20.163.56.222 alive status: false
2025/09/11 13:39:15 IP 211.185.205.96 alive status: false
2025/09/11 13:39:15 IP 53.165.237.126 alive status: false
2025/09/11 13:39:15 IP 126.209.67.207 alive status: false
2025/09/11 13:39:15 IP 62.248.209.1 alive status: false
2025/09/11 13:39:15 IP 192.71.219.165 alive status: false
2025/09/11 13:39:15 IP 182.125.173.228 alive status: false
2025/09/11 13:39:15 IP 55.73.198.106 alive status: false
2025/09/11 13:39:15 IP 131.210.95.155 alive status: false
2025/09/11 13:39:15 IP 183.234.235.204 alive status: false
2025/09/11 13:39:15 IP 75.19.140.45 alive status: false
2025/09/11 13:39:15 IP 225.45.148.58 alive status: false
2025/09/11 13:39:15 IP 58.240.227.209 alive status: false
2025/09/11 13:39:15 IP 9.235.192.114 alive status: false
2025/09/11 13:39:15 IP 203.152.239.58 alive status: false
2025/09/11 13:39:15 IP 145.28.174.103 alive status: false
2025/09/11 13:39:15 IP 231.128.133.207 alive status: false
2025/09/11 13:39:15 IP 105.154.137.5 alive status: false
2025/09/11 13:39:15 IP 67.146.249.42 alive status: false
2025/09/11 13:39:15 IP 87.1.169.235 alive status: false
2025/09/11 13:39:15 IP 174.55.129.160 alive status: false
2025/09/11 13:39:15 IP 56.63.182.86 alive status: false
2025/09/11 13:39:15 IP 219.60.160.80 alive status: false
2025/09/11 13:39:15 IP 6.72.87.67 alive status: false
2025/09/11 13:39:15 IP 99.150.147.6 alive status: false
2025/09/11 13:39:15 IP 241.189.100.102 alive status: false
2025/09/11 13:39:15 IP 251.58.221.88 alive status: false
2025/09/11 13:39:15 IP 187.179.169.162 alive status: false
2025/09/11 13:39:15 IP 191.18.148.27 alive status: false
2025/09/11 13:39:15 IP 55.164.88.237 alive status: false
2025/09/11 13:39:15 IP 4.90.198.218 alive status: false
2025/09/11 13:39:15 IP 219.100.12.138 alive status: false
2025/09/11 13:39:15 IP 22.61.44.156 alive status: false
2025/09/11 13:39:15 IP 141.191.216.107 alive status: false
2025/09/11 13:39:15 IP 138.117.24.19 alive status: false
2025/09/11 13:39:15 IP 140.36.115.243 alive status: false
2025/09/11 13:39:15 IP 193.145.245.175 alive status: false
2025/09/11 13:39:15 IP 38.82.135.186 alive status: false
2025/09/11 13:39:15 IP 74.86.143.117 alive status: false
2025/09/11 13:39:15 IP 117.31.154.200 alive status: false
2025/09/11 13:39:15 IP 198.24.253.218 alive status: false
2025/09/11 13:39:15 IP 76.15.36.65 alive status: false
2025/09/11 13:39:15 IP 148.147.115.37 alive status: false
2025/09/11 13:39:15 IP 227.242.1.27 alive status: false
2025/09/11 13:39:15 IP 242.119.207.213 alive status: false
2025/09/11 13:39:15 IP 61.23.52.218 alive status: false
2025/09/11 13:39:15 IP 145.132.145.225 alive status: false
2025/09/11 13:39:15 IP 69.227.183.175 alive status: false
2025/09/11 13:39:15 IP 198.24.157.235 alive status: false
2025/09/11 13:39:15 IP 161.28.243.223 alive status: false
2025/09/11 13:39:15 IP 62.38.198.228 alive status: false
2025/09/11 13:39:15 IP 32.172.187.121 alive status: false
2025/09/11 13:39:15 IP 193.242.95.245 alive status: false
2025/09/11 13:39:15 IP 116.24.247.242 alive status: false
2025/09/11 13:39:15 IP 160.71.145.25 alive status: false
2025/09/11 13:39:15 IP 108.166.96.230 alive status: false
2025/09/11 13:39:15 IP 151.180.95.251 alive status: false
2025/09/11 13:39:15 IP 248.19.184.252 alive status: false
2025/09/11 13:39:15 IP 229.181.132.35 alive status: false
2025/09/11 13:39:15 IP 76.179.197.42 alive status: false
2025/09/11 13:39:15 IP 98.72.188.198 alive status: false
2025/09/11 13:39:15 IP 170.198.93.112 alive status: false
2025/09/11 13:39:15 IP 247.222.200.128 alive status: false
2025/09/11 13:39:15 IP 160.159.168.143 alive status: false
2025/09/11 13:39:15 IP 158.17.242.176 alive status: false
2025/09/11 13:39:15 IP 3.94.143.160 alive status: false
2025/09/11 13:39:15 IP 28.159.227.214 alive status: false
2025/09/11 13:39:15 IP 191.38.135.201 alive status: false
2025/09/11 13:39:15 IP 90.99.26.38 alive status: false
2025/09/11 13:39:15 IP 139.72.56.103 alive status: false
2025/09/11 13:39:15 IP 2.143.47.110 alive status: false
2025/09/11 13:39:15 IP 26.90.178.192 alive status: false
2025/09/11 13:39:15 IP 7.210.253.73 alive status: false
2025/09/11 13:39:15 IP 242.75.80.30 alive status: false
2025/09/11 13:39:15 IP 229.109.223.125 alive status: false
2025/09/11 13:39:15 IP 108.197.144.204 alive status: false
2025/09/11 13:39:15 IP 32.174.79.188 alive status: false
2025/09/11 13:39:15 IP 247.113.169.135 alive status: false
2025/09/11 13:39:15 IP 210.130.117.120 alive status: false
2025/09/11 13:39:15 IP 237.28.64.169 alive status: false
2025/09/11 13:39:15 IP 184.74.79.255 alive status: false
2025/09/11 13:39:15 IP 131.214.145.104 alive status: false
2025/09/11 13:39:15 IP 243.24.39.46 alive status: false
2025/09/11 13:39:15 IP 217.242.235.28 alive status: false
2025/09/11 13:39:15 IP 168.163.113.73 alive status: false
2025/09/11 13:39:15 IP 162.105.250.54 alive status: false
2025/09/11 13:39:15 IP 33.192.3.119 alive status: false
2025/09/11 13:39:15 IP 147.189.131.104 alive status: false
2025/09/11 13:39:15 IP 49.208.2.189 alive status: false
2025/09/11 13:39:15 IP 249.212.177.160 alive status: false
2025/09/11 13:39:15 IP 152.137.180.117 alive status: false
2025/09/11 13:39:15 IP 152.23.205.221 alive status: false
2025/09/11 13:39:15 IP 134.79.194.181 alive status: false
2025/09/11 13:39:15 IP 181.52.173.86 alive status: false
2025/09/11 13:39:15 IP 125.142.17.251 alive status: false
2025/09/11 13:39:15 IP 242.26.183.67 alive status: false
2025/09/11 13:39:15 IP 156.128.172.137 alive status: false
2025/09/11 13:39:15 IP 105.184.123.140 alive status: false
2025/09/11 13:39:15 IP 47.220.3.26 alive status: false
2025/09/11 13:39:15 IP 134.77.168.79 alive status: false
2025/09/11 13:39:15 IP 160.133.214.5 alive status: false
2025/09/11 13:39:15 IP 214.154.128.138 alive status: false
2025/09/11 13:39:15 IP 106.99.221.13 alive status: false
